cuie	codigo	usuario	fecha_carga
N30017	NNE 26		
N95774	NNE 26		
N03166	NNE 27		
N03170	NNE 27		
N05161	NNE 27		
N05260	NNE 27		
N05367	NNE 27		
ALD005	NNE 27		
N03165	NNE 27		
N05186	NNE 27		
N05188	NNE 27		
N05206	NNE 27		
N05224	NNE 27		
N05249	NNE 27		
N05252	NNE 27		
N05256	NNE 27		
N05276	NNE 27		
N05306	NNE 27		
N05354	NNE 27		
N05359	NNE 27		
N05362	NNE 27		
N05410	NNE 27		
N05439	NNE 27		
N05442	NNE 27		
N05464	NNE 27		
N10488	NNE 27		
N10489	NNE 27		
N20000	NNE 27		
N20008	NNE 27		
N20014	NNE 27		
N20015	NNE 27		
N20030	NNE 27		
N20037	NNE 27		
N20048	NNE 27		
N20049	NNE 27		
N95769	NNE 27		
N95770	NNE 27		
N05170	NNE 28		
N05181	NNE 28		
N05367	NNE 28		
N05435	NNE 28		
ALD001	NNE 28		
N00204	NNE 28		
N00420	NNE 28		
N00496	NNE 28		
N03165	NNE 28		
N05206	NNE 28		
N05207	NNE 28		
N05211	NNE 28		
N05218	NNE 28		
N05226	NNE 28		
N05232	NNE 28		
N05240	NNE 28		
N05243	NNE 28		
N05257	NNE 28		
N05278	NNE 28		
N05283	NNE 28		
N05304	NNE 28		
N05322	NNE 28		
N05338	NNE 28		
N05344	NNE 28		
N05354	NNE 28		
N05376	NNE 28		
N05377	NNE 28		
N05381	NNE 28		
N05412	NNE 28		
N05431	NNE 28		
N05433	NNE 28		
N05470	NNE 28		
N10482	NNE 28		
N20002	NNE 28		
N20015	NNE 28		
N30011	NNE 28		
N95753	NNE 28		
N95792	NNE 28		
N03168	NNE 29		
N05178	NNE 29		
N00296	NNE 29		
N00496	NNE 29		
N03159	NNE 29		
N03165	NNE 29		
N05169	NNE 29		
N05173	NNE 29		
N05202	NNE 29		
N05206	NNE 29		
N05212	NNE 29		
N05217	NNE 29		
N05219	NNE 29		
N05224	NNE 29		
N05257	NNE 29		
N05300	NNE 29		
N05317	NNE 29		
N05322	NNE 29		
N05332	NNE 29		
N05343	NNE 29		
N05345	NNE 29		
N05354	NNE 29		
N05364	NNE 29		
N05393	NNE 29		
N05401	NNE 29		
N05410	NNE 29		
N05426	NNE 29		
N05447	NNE 29		
N05458	NNE 29		
N05463	NNE 29		
N10789	NNE 29		
N20009	NNE 29		
N20012	NNE 29		
N20026	NNE 29		
N20028	NNE 29		
N20034	NNE 29		
N30025	NNE 29		
N95719	NNE 29		
N95770	NNE 29		
N95774	NNE 29		
N00538	NNE 30		
N03566	NNE 30		
N05163	NNE 30		
N05224	NNE 30		
N05263	NNE 30		
N05265	NNE 30		
N05275	NNE 30		
N05285	NNE 30		
N05310	NNE 30		
N05329	NNE 30		
N05345	NNE 30		
N05372	NNE 30		
N05455	NNE 30		
N05466	NNE 30		
N10482	NNE 30		
N10489	NNE 30		
N10492	NNE 30		
N20014	NNE 30		
N20023	NNE 30		
N20053	NNE 30		
N30018	NNE 30		
N95752	NNE 30		
N95760	NNE 30		
N95773	NNE 30		
N95774	NNE 30		
N99932	NNE 30		
N99976	NNE 30		
N03167	NNE 31		
N03170	NNE 31		
N05175	NNE 31		
N03164	NNE 31		
N05163	NNE 31		
N05210	NNE 31		
N05217	NNE 31		
N05227	NNE 31		
N05239	NNE 31		
N05297	NNE 31		
N05298	NNE 31		
N05322	NNE 31		
N05323	NNE 31		
N05324	NNE 31		
N05334	NNE 31		
N05339	NNE 31		
N05382	NNE 31		
N05397	NNE 31		
N05433	NNE 31		
N10468	NNE 31		
N10471	NNE 31		
N10488	NNE 31		
N20001	NNE 31		
N20010	NNE 31		
N20014	NNE 31		
N20024	NNE 31		
N20037	NNE 31		
N20038	NNE 31		
N20052	NNE 31		
N95718	NNE 31		
N95721	NNE 31		
N95725	NNE 31		
N95756	NNE 31		
N95779	NNE 31		
N99931	NNE 31		
N05165	NPE 32		
N05168	NPE 32		
N05177	NPE 32		
N00483	NPE 32		
N03158	NPE 32		
N05171	NPE 32		
N05184	NPE 32		
N05215	NPE 32		
N05252	NPE 32		
N05253	NPE 32		
N05293	NPE 32		
N05299	NPE 32		
N05313	NPE 32		
N05335	NPE 32		
N05338	NPE 32		
N05343	NPE 32		
N05347	NPE 32		
N05350	NPE 32		
N05429	NPE 32		
N05430	NPE 32		
N10466	NPE 32		
N10470	NPE 32		
N10853	NPE 32		
N20001	NPE 32		
N20010	NPE 32		
N30016	NPE 32		
N95769	NPE 32		
N95773	NPE 32		
N05470	MPU 23		
N10853	MPU 23		
N20008	MPU 23		
N20019	MPU 23		
N20021	MPU 23		
N20028	MPU 23		
N20055	MPU 23		
N95719	MPU 23		
N95767	MPU 23		
N95773	MPU 23		
N95779	MPU 23		
N95784	MPU 23		
N95788	MPU 23		
N99979	MPU 23		
N03169	NNE 11		
N05176	NNE 11		
N05434	NNE 11		
S00001	NNE 11		
N00204	NNE 11		
N00296	NNE 11		
N00327	NNE 11		
N00664	NNE 11		
N01138	NNE 11		
N01141	NNE 11		
N03172	NNE 11		
N05163	NNE 11		
N05220	NNE 11		
N05248	NNE 11		
N05275	NNE 11		
N05286	NNE 11		
N05297	NNE 11		
N05313	NNE 11		
N05324	NNE 11		
N05332	NNE 11		
N05340	NNE 11		
N05350	NNE 11		
N05366	NNE 11		
N05412	NNE 11		
N05415	NNE 11		
N05424	NNE 11		
N05451	NNE 11		
N20052	NNE 11		
N30009	NNE 11		
N30022	NNE 11		
N95722	NNE 11		
N95792	NNE 11		
N03170	NNE 25		
N05182	NNE 25		
N05368	NNE 25		
N05434	NNE 25		
N00296	NNE 25		
N00329	NNE 25		
N05189	NNE 25		
N05213	NNE 25		
N05232	NNE 25		
N05237	NNE 25		
N05246	NNE 25		
N05255	NNE 25		
N05258	NNE 25		
N05280	NNE 25		
N05281	NNE 25		
N05307	NNE 25		
N05328	NNE 25		
N05363	NNE 25		
N05387	NNE 25		
N05426	NNE 25		
N05443	NNE 25		
N05446	NNE 25		
N05448	NNE 25		
N10494	NNE 25		
N20001	NNE 25		
N20012	NNE 25		
N20052	NNE 25		
N03156	NNE 26		
N05165	NNE 26		
N05187	NNE 26		
N05219	NNE 26		
N05226	NNE 26		
N05234	NNE 26		
N05249	NNE 26		
N05255	NNE 26		
N05257	NNE 26		
N05264	NNE 26		
N05267	NNE 26		
N05279	NNE 26		
N05295	NNE 26		
N05299	NNE 26		
N05300	NNE 26		
N05308	NNE 26		
N05320	NNE 26		
N05359	NNE 26		
N05389	NNE 26		
N05407	NNE 26		
N05417	NNE 26		
N05441	NNE 26		
N05453	NNE 26		
N05469	NNE 26		
N10468	NNE 26		
N30025	NNE 26		
N95719	NNE 26		
N95720	NNE 26		
N95723	NNE 26		
N95769	NNE 26		
N95773	NNE 26		
N95788	NNE 26		
N95791	NNE 26		
N03155	NNE 27		
N05172	NNE 27		
N05183	NNE 27		
S00001	NNE 27		
N00204	NNE 27		
N05169	NNE 27		
N05187	NNE 27		
N05192	NNE 27		
N05223	NNE 27		
N05234	NNE 27		
N05253	NNE 27		
N05327	NNE 27		
N05336	NNE 27		
N05340	NNE 27		
N05345	NNE 27		
N05363	NNE 27		
N05370	NNE 27		
N05409	NNE 27		
N05412	NNE 27		
N05419	NNE 27		
N05431	NNE 27		
N05432	NNE 27		
N05445	NNE 27		
N10451	NNE 27		
N10485	NNE 27		
N10494	NNE 27		
N20039	NNE 27		
N20047	NNE 27		
N20053	NNE 27		
N30016	NNE 27		
N95726	NNE 27		
N95753	NNE 27		
N95774	NNE 27		
N99979	NNE 27		
N03162	NNE 28		
N03169	NNE 28		
N05183	NNE 28		
N00746	NNE 28		
N01141	NNE 28		
N05199	NNE 28		
N05200	NNE 28		
N05204	NNE 28		
N05227	NNE 28		
N05248	NNE 28		
N05255	NNE 28		
N05256	NNE 28		
N05270	NNE 28		
N05302	NNE 28		
N05343	NNE 28		
N05359	NNE 28		
N05360	NNE 28		
N05364	NNE 28		
N05384	NNE 28		
N05404	NNE 28		
N05414	NNE 28		
N05418	NNE 28		
N05438	NNE 28		
N05452	NNE 28		
N05453	NNE 28		
N10451	NNE 28		
N10489	NNE 28		
N10789	NNE 28		
N20011	NNE 28		
N20038	NNE 28		
N20043	NNE 28		
N30015	NNE 28		
N95752	NNE 28		
N95760	NNE 28		
N95767	NNE 28		
N99930	NNE 28		
N03169	NNE 29		
N05168	NNE 29		
N05183	NNE 29		
N00484	NNE 29		
N01148	NNE 29		
N03585	NNE 29		
N05273	NNE 29		
N05274	NNE 29		
N05278	NNE 29		
N05284	NNE 29		
N05298	NNE 29		
N05303	NNE 29		
N05347	NNE 29		
N05349	NNE 29		
N05359	NNE 29		
N05370	NNE 29		
N05381	NNE 29		
N05383	NNE 29		
N05391	NNE 29		
N05411	NNE 29		
N05419	NNE 29		
N05420	NNE 29		
N05429	NNE 29		
N05443	NNE 29		
N20010	NNE 29		
N95724	NNE 29		
N95773	NNE 29		
N01145	NNE 30		
N03169	NNE 30		
N03586	NNE 30		
N05161	NNE 30		
N05180	NNE 30		
N00297	NNE 30		
N03161	NNE 30		
N03165	NNE 30		
N03589	NNE 30		
N05206	NNE 30		
N05211	NNE 30		
N05259	NNE 30		
N05270	NNE 30		
N05281	NNE 30		
N05312	NNE 30		
N05319	NNE 30		
N05337	NNE 30		
N05341	NNE 30		
N05414	NNE 30		
N05433	NNE 30		
N10457	NNE 30		
N10493	NNE 30		
N20012	NNE 30		
N20031	NNE 30		
N95778	NNE 30		
N03157	NNE 31		
N01138	NNE 31		
N01141	NNE 31		
N05171	NNE 31		
N05184	NNE 31		
N05186	NNE 31		
N05193	NNE 31		
N05201	NNE 31		
N05203	NNE 31		
N05216	NNE 31		
N05223	NNE 31		
N05225	NNE 31		
N05226	NNE 31		
N05229	NNE 31		
N05231	NNE 31		
N05238	NNE 31		
N05245	NNE 31		
N05256	NNE 31		
N05279	NNE 31		
N05282	NNE 31		
N05292	NNE 31		
N05294	NNE 31		
N05296	NNE 31		
N05299	NNE 31		
N05300	NNE 31		
N05304	NNE 31		
N05315	NNE 31		
N05332	NNE 31		
N05347	NNE 31		
N05362	NNE 31		
N05372	NNE 31		
N05403	NNE 31		
N05412	NNE 31		
N05437	NNE 31		
N05458	NNE 31		
N10469	NNE 31		
N20003	NNE 31		
N20008	NNE 31		
N20036	NNE 31		
N95758	NNE 31		
N99990	NNE 31		
N01145	NPE 32		
N03163	NPE 32		
N03169	NPE 32		
N05162	NPE 32		
N05436	NPE 32		
N00420	NPE 32		
N05206	NPE 32		
N05250	NPE 32		
N05254	NPE 32		
N05277	NPE 32		
N05304	NPE 32		
N05308	NPE 32		
N05314	NPE 32		
N05365	NPE 32		
N05383	NPE 32		
N05392	NPE 32		
N05393	NPE 32		
N05398	NPE 32		
N05412	NPE 32		
N05433	NPE 32		
N05439	NPE 32		
N05444	NPE 32		
N05447	NPE 32		
N05456	NPE 32		
N10468	NPE 32		
N20002	NPE 32		
N20011	NPE 32		
N20018	NPE 32		
N20052	NPE 32		
N95755	NPE 32		
N95761	NPE 32		
N95772	NPE 32		
N05448	MPU 23		
N05450	MPU 23		
N05469	MPU 23		
N10458	MPU 23		
N10468	MPU 23		
N10470	MPU 23		
N11181	MPU 23		
N95723	MPU 23		
N95770	MPU 23		
N95772	MPU 23		
N00538	NNE 11		
N03154	NNE 11		
N03157	NNE 11		
N03168	NNE 11		
N00328	NNE 11		
N05215	NNE 11		
N05222	NNE 11		
N05223	NNE 11		
N05224	NNE 11		
N05225	NNE 11		
N05229	NNE 11		
N05234	NNE 11		
N05237	NNE 11		
N05245	NNE 11		
N05257	NNE 11		
N05285	NNE 11		
N05287	NNE 11		
N05315	NNE 11		
N05328	NNE 11		
N05357	NNE 11		
N05374	NNE 11		
N05388	NNE 11		
N05427	NNE 11		
N10490	NNE 11		
N11181	NNE 11		
N20033	NNE 11		
N20050	NNE 11		
N30016	NNE 11		
N95770	NNE 11		
N95779	NNE 11		
N95781	NNE 11		
N95784	NNE 11		
N03154	NNE 24		
N03171	NNE 24		
N05165	NNE 24		
N05170	NNE 24		
N05179	NNE 24		
N05164	NNE 25		
N05177	NNE 25		
N05179	NNE 25		
N05261	NNE 25		
N03566	NNE 25		
N03585	NNE 25		
N05186	NNE 25		
N05205	NNE 25		
N05211	NNE 25		
N05235	NNE 25		
N05239	NNE 25		
N05269	NNE 25		
N05279	NNE 25		
N05321	NNE 25		
N05329	NNE 25		
N05330	NNE 25		
N05342	NNE 25		
N05352	NNE 25		
N05377	NNE 25		
N05388	NNE 25		
N05415	NNE 25		
N05430	NNE 25		
N05458	NNE 25		
N20015	NNE 25		
N20019	NNE 25		
N20042	NNE 25		
N20053	NNE 25		
N30014	NNE 25		
N30015	NNE 25		
N95718	NNE 25		
N95721	NNE 25		
N95752	NNE 25		
N95761	NNE 25		
N95770	NNE 25		
N03166	NNE 26		
N05163	NNE 26		
N05200	NNE 26		
N05230	NNE 26		
N05248	NNE 26		
N05297	NNE 26		
N05318	NNE 26		
N05325	NNE 26		
N05338	NNE 26		
N05350	NNE 26		
N05363	NNE 26		
N05374	NNE 26		
N05432	NNE 26		
N05454	NNE 26		
N20003	NNE 26		
N20022	NNE 26		
N20046	NNE 26		
N95781	NNE 26		
N95792	NNE 26		
N00538	NNE 27		
N01145	NNE 27		
N03167	NNE 27		
N05164	NNE 27		
N05165	NNE 27		
N05368	NNE 27		
N05435	NNE 27		
N00205	NNE 27		
N00328	NNE 27		
N05185	NNE 27		
N05189	NNE 27		
N05212	NNE 27		
N05226	NNE 27		
N05238	NNE 27		
N05243	NNE 27		
N05270	NNE 27		
N05274	NNE 27		
N05279	NNE 27		
N05281	NNE 27		
N05300	NNE 27		
N05307	NNE 27		
N05337	NNE 27		
N05350	NNE 27		
N05355	NNE 27		
N05358	NNE 27		
N05366	NNE 27		
N05403	NNE 27		
N05430	NNE 27		
N05443	NNE 27		
N05448	NNE 27		
N10483	NNE 27		
N20019	NNE 27		
N20045	NNE 27		
N30010	NNE 27		
N30014	NNE 27		
N30015	NNE 27		
N30019	NNE 27		
N95758	NNE 27		
N95762	NNE 27		
N95768	NNE 27		
N99976	NNE 27		
N03155	NNE 28		
N03156	NNE 28		
N03163	NNE 28		
N01138	NNE 28		
N03584	NNE 28		
N05185	NNE 28		
N05189	NNE 28		
N05284	NNE 28		
N05294	NNE 28		
N05296	NNE 28		
N05303	NNE 28		
N05314	NNE 28		
N05318	NNE 28		
N05321	NNE 28		
N05327	NNE 28		
N05328	NNE 28		
N05331	NNE 28		
N05336	NNE 28		
N05341	NNE 28		
N05346	NNE 28		
N05375	NNE 28		
N05397	NNE 28		
N05413	NNE 28		
N05425	NNE 28		
N05444	NNE 28		
N05471	NNE 28		
N10494	NNE 28		
N20012	NNE 28		
N20036	NNE 28		
N95725	NNE 28		
N95791	NNE 28		
N99931	NNE 28		
NI8880	NNE 28		
N03171	NNE 29		
N05165	NNE 29		
N05179	NNE 29		
N05184	NNE 29		
N05204	NNE 29		
N05213	NNE 29		
N05235	NNE 29		
N05241	NNE 29		
N05276	NNE 29		
N05313	NNE 29		
N05315	NNE 29		
N05331	NNE 29		
N05365	NNE 29		
N05372	NNE 29		
N05402	NNE 29		
N05438	NNE 29		
N05439	NNE 29		
N05470	NNE 29		
N10466	NNE 29		
N10471	NNE 29		
N10769	NNE 29		
N11181	NNE 29		
N20003	NNE 29		
N20008	NNE 29		
N30011	NNE 29		
N30014	NNE 29		
N95756	NNE 29		
N95767	NNE 29		
N03162	NNE 30		
N05164	NNE 30		
N05165	NNE 30		
N05172	NNE 30		
S00001	NNE 30		
ALD005	NNE 30		
N00299	NNE 30		
N00327	NNE 30		
N01139	NNE 30		
N01148	NNE 30		
N05167	NNE 30		
N05186	NNE 30		
N05205	NNE 30		
N05220	NNE 30		
N05229	NNE 30		
N05268	NNE 30		
N05273	NNE 30		
N05283	NNE 30		
N05284	NNE 30		
N05295	NNE 30		
N05354	NNE 30		
N05364	NNE 30		
N05443	NNE 30		
N10483	NNE 30		
N10853	NNE 30		
N20019	NNE 30		
N20035	NNE 30		
N20052	NNE 30		
N95718	NNE 30		
N95779	NNE 30		
N95784	NNE 30		
N03168	NNE 31		
N05164	NNE 31		
N05177	NNE 31		
N05181	NNE 31		
N00664	NNE 31		
N03173	NNE 31		
N03588	NNE 31		
N03589	NNE 31		
N05214	NNE 31		
N05284	NNE 31		
N05306	NNE 31		
N05358	NNE 31		
N05389	NNE 31		
N05411	NNE 31		
N05426	NNE 31		
N05442	NNE 31		
N05449	NNE 31		
N05467	NNE 31		
N05471	NNE 31		
N10452	NNE 31		
N10485	NNE 31		
N11182	NNE 31		
N20011	NNE 31		
N20033	NNE 31		
N95757	NNE 31		
N95769	NNE 31		
N00419	NPE 32		
N03155	NPE 32		
N05261	NPE 32		
N00298	NPE 32		
N03589	NPE 32		
N05212	NPE 32		
N05240	NPE 32		
N05246	NPE 32		
N05249	NPE 32		
N05257	NPE 32		
N05288	NPE 32		
N05312	NPE 32		
N05326	NPE 32		
N05334	NPE 32		
N05342	NPE 32		
N05355	NPE 32		
N05370	NPE 32		
N05379	NPE 32		
N05384	NPE 32		
N05425	NPE 32		
N05451	NPE 32		
N05454	NPE 32		
N05455	NPE 32		
N05470	NPE 32		
N10490	NPE 32		
N20021	NPE 32		
N20042	NPE 32		
N20047	NPE 32		
N30010	NPE 32		
N95720	NPE 32		
N95721	NPE 32		
N95768	NPE 32		
N05433	MPU 23		
N05440	MPU 23		
N05456	MPU 23		
N10466	MPU 23		
N10485	MPU 23		
N20006	MPU 23		
N20031	MPU 23		
N20037	MPU 23		
N20038	MPU 23		
N30018	MPU 23		
N95718	MPU 23		
N03163	NNE 11		
N03166	NNE 11		
N05180	NNE 11		
N05261	NNE 11		
N05367	NNE 11		
N00298	NNE 11		
N05190	NNE 11		
N05203	NNE 11		
N05211	NNE 11		
N05227	NNE 11		
N05270	NNE 11		
N05314	NNE 11		
N05335	NNE 11		
N05352	NNE 11		
N05378	NNE 11		
N05381	NNE 11		
N05384	NNE 11		
N05387	NNE 11		
N05410	NNE 11		
N05426	NNE 11		
N05440	NNE 11		
N05445	NNE 11		
N05448	NNE 11		
N20005	NNE 11		
N20019	NNE 11		
N20024	NNE 11		
N20039	NNE 11		
N30011	NNE 11		
N95723	NNE 11		
N95761	NNE 11		
N03162	NNE 24		
N03170	NNE 24		
N05164	NNE 24		
N05180	NNE 24		
N05260	NNE 24		
N05261	NNE 24		
N05435	NNE 24		
S00001	NNE 24		
N03155	NNE 25		
N05162	NNE 25		
N05436	NNE 25		
N00420	NNE 25		
N00664	NNE 25		
N03588	NNE 25		
N05198	NNE 25		
N05206	NNE 25		
N05222	NNE 25		
N05308	NNE 25		
N05313	NNE 25		
N05320	NNE 25		
N05327	NNE 25		
N05337	NNE 25		
N05349	NNE 25		
N05355	NNE 25		
N05356	NNE 25		
N05379	NNE 25		
N05440	NNE 25		
N05441	NNE 25		
N10483	NNE 25		
N10769	NNE 25		
N20022	NNE 25		
N20055	NNE 25		
N30010	NNE 25		
N30019	NNE 25		
N95788	NNE 25		
N05172	NNE 26		
N05176	NNE 26		
N05368	NNE 26		
N00746	NNE 26		
N05167	NNE 26		
N05189	NNE 26		
N05254	NNE 26		
N05275	NNE 26		
N05283	NNE 26		
N05285	NNE 26		
N05291	NNE 26		
N05305	NNE 26		
N05312	NNE 26		
N05345	NNE 26		
N05352	NNE 26		
N05402	NNE 26		
N05431	NNE 26		
N05460	NNE 26		
N10466	NNE 26		
N10494	NNE 26		
N20015	NNE 26		
N20035	NNE 26		
N20039	NNE 26		
N20047	NNE 26		
N20054	NNE 26		
N30015	NNE 26		
N95724	NNE 26		
N95759	NNE 26		
N03174	NNE 27		
N05168	NNE 27		
N00483	NNE 27		
N03566	NNE 27		
N05191	NNE 27		
N05203	NNE 27		
N05207	NNE 27		
N05231	NNE 27		
N05246	NNE 27		
N05251	NNE 27		
N05283	NNE 27		
N05296	NNE 27		
N05298	NNE 27		
N05299	NNE 27		
N05305	NNE 27		
N05315	NNE 27		
N05324	NNE 27		
N05383	NNE 27		
N05437	NNE 27		
N05441	NNE 27		
N10467	NNE 27		
N10499	NNE 27		
N20027	NNE 27		
N30022	NNE 27		
N95782	NNE 27		
N05165	NNE 28		
N03158	NNE 28		
N03587	NNE 28		
N05169	NNE 28		
N05188	NNE 28		
N05213	NNE 28		
N05216	NNE 28		
N05228	NNE 28		
N05229	NNE 28		
N05249	NNE 28		
N05307	NNE 28		
N05332	NNE 28		
N05348	NNE 28		
N05349	NNE 28		
N05355	NNE 28		
N05392	NNE 28		
N05409	NNE 28		
N05439	NNE 28		
N05451	NNE 28		
N20009	NNE 28		
N20023	NNE 28		
N20047	NNE 28		
N30009	NNE 28		
N99976	NNE 28		
N99990	NNE 28		
N03162	NNE 29		
N03174	NNE 29		
N05162	NNE 29		
N05163	NNE 29		
N05187	NNE 29		
N05214	NNE 29		
N05288	NNE 29		
N05334	NNE 29		
N05342	NNE 29		
N05344	NNE 29		
N05373	NNE 29		
N05388	NNE 29		
N05395	NNE 29		
N05414	NNE 29		
N05445	NNE 29		
N05449	NNE 29		
N05460	NNE 29		
N05469	NNE 29		
N20001	NNE 29		
N20007	NNE 29		
N20023	NNE 29		
N20042	NNE 29		
N20055	NNE 29		
N03156	NNE 30		
N03174	NNE 30		
N05166	NNE 30		
N05181	NNE 30		
N05436	NNE 30		
N00484	NNE 30		
N03588	NNE 30		
N05192	NNE 30		
N05198	NNE 30		
N05209	NNE 30		
N05240	NNE 30		
N05243	NNE 30		
N05253	NNE 30		
N05291	NNE 30		
N05299	NNE 30		
N05302	NNE 30		
N05308	NNE 30		
N05317	NNE 30		
N05320	NNE 30		
N05348	NNE 30		
N05356	NNE 30		
N05377	NNE 30		
N05391	NNE 30		
N05446	NNE 30		
N05464	NNE 30		
N20033	NNE 30		
N20037	NNE 30		
N20043	NNE 30		
N20048	NNE 30		
N95721	NNE 30		
N95764	NNE 30		
N95791	NNE 30		
N03154	NNE 31		
N03174	NNE 31		
N05165	NNE 31		
N05166	NNE 31		
N05183	NNE 31		
N05262	NNE 31		
N03159	NNE 31		
N03590	NNE 31		
N05173	NNE 31		
N05189	NNE 31		
N05213	NNE 31		
N05218	NNE 31		
N05222	NNE 31		
N05230	NNE 31		
N05255	NNE 31		
N05265	NNE 31		
N05266	NNE 31		
N05270	NNE 31		
N05310	NNE 31		
N05319	NNE 31		
N05328	NNE 31		
N05345	NNE 31		
N05356	NNE 31		
N05383	NNE 31		
N05405	NNE 31		
N05427	NNE 31		
N05443	NNE 31		
N05447	NNE 31		
N05452	NNE 31		
N05462	NNE 31		
N10489	NNE 31		
N20000	NNE 31		
N20004	NNE 31		
N20007	NNE 31		
N20012	NNE 31		
N20043	NNE 31		
N20046	NNE 31		
N30017	NNE 31		
N30018	NNE 31		
N30019	NNE 31		
N03167	NPE 32		
N03170	NPE 32		
N03586	NPE 32		
N03566	NPE 32		
N05203	NPE 32		
N05208	NPE 32		
N05210	NPE 32		
N05222	NPE 32		
N05223	NPE 32		
N05225	NPE 32		
N05241	NPE 32		
N05255	NPE 32		
N05274	NPE 32		
N05282	NPE 32		
N05285	NPE 32		
N05287	NPE 32		
N05297	NPE 32		
N05302	NPE 32		
N05319	NPE 32		
N05321	NPE 32		
N05382	NPE 32		
N05459	NPE 32		
N10458	NPE 32		
N11181	NPE 32		
N20033	NPE 32		
N30014	NPE 32		
N95722	NPE 32		
N95784	NPE 32		
N10789	MPU 23		
N20026	MPU 23		
N30022	MPU 23		
N95725	MPU 23		
N03162	NNE 11		
N05164	NNE 11		
N05179	NNE 11		
N03158	NNE 11		
N05226	NNE 11		
N05258	NNE 11		
N05281	NNE 11		
N05295	NNE 11		
N05318	NNE 11		
N05321	NNE 11		
N05323	NNE 11		
N05338	NNE 11		
N05339	NNE 11		
N05344	NNE 11		
N05347	NNE 11		
N05379	NNE 11		
N05393	NNE 11		
N05423	NNE 11		
N05438	NNE 11		
N05470	NNE 11		
N10491	NNE 11		
N20037	NNE 11		
N20053	NNE 11		
N30010	NNE 11		
N30012	NNE 11		
N95725	NNE 11		
N95753	NNE 11		
N03155	NNE 24		
N03167	NNE 24		
N03168	NNE 24		
N05183	NNE 24		
N05368	NNE 24		
N00538	NNE 25		
N03166	NNE 25		
N05176	NNE 25		
N05367	NNE 25		
ALD005	NNE 25		
N00205	NNE 25		
N05224	NNE 25		
N05244	NNE 25		
N05264	NNE 25		
N05293	NNE 25		
N05295	NNE 25		
N05314	NNE 25		
N05373	NNE 25		
N05401	NNE 25		
N05454	NNE 25		
N05457	NNE 25		
N05462	NNE 25		
N05467	NNE 25		
N05468	NNE 25		
N10468	NNE 25		
N11181	NNE 25		
N20031	NNE 25		
N20036	NNE 25		
N20044	NNE 25		
N30024	NNE 25		
N95753	NNE 25		
N95757	NNE 25		
N95773	NNE 25		
N95791	NNE 25		
N95792	NNE 25		
N99990	NNE 25		
NI8880	NNE 25		
N03163	NNE 26		
N03174	NNE 26		
N05168	NNE 26		
N00296	NNE 26		
N00327	NNE 26		
N00420	NNE 26		
N05197	NNE 26		
N05202	NNE 26		
N05220	NNE 26		
N05245	NNE 26		
N05263	NNE 26		
N05268	NNE 26		
N05269	NNE 26		
N05288	NNE 26		
N05351	NNE 26		
N05361	NNE 26		
N05376	NNE 26		
N05381	NNE 26		
N05406	NNE 26		
N05412	NNE 26		
N05426	NNE 26		
N05429	NNE 26		
N05433	NNE 26		
N05444	NNE 26		
N05448	NNE 26		
N05449	NNE 26		
N05451	NNE 26		
N05457	NNE 26		
N10483	NNE 26		
N30013	NNE 26		
N95772	NNE 26		
N03154	NNE 27		
N03156	NNE 27		
N05199	NNE 27		
N05257	NNE 27		
N05273	NNE 27		
N05312	NNE 27		
N05317	NNE 27		
N05326	NNE 27		
N05348	NNE 27		
N05349	NNE 27		
N05361	NNE 27		
N05391	NNE 27		
N05413	NNE 27		
N05427	NNE 27		
N05438	NNE 27		
N05451	NNE 27		
N05457	NNE 27		
N10490	NNE 27		
N20012	NNE 27		
N20034	NNE 27		
N20036	NNE 27		
N20038	NNE 27		
N20052	NNE 27		
N20055	NNE 27		
N95722	NNE 27		
N03170	NNE 28		
N00484	NNE 28		
N03164	NNE 28		
N03173	NNE 28		
N05163	NNE 28		
N05171	NNE 28		
N05195	NNE 28		
N05203	NNE 28		
N05263	NNE 28		
N05281	NNE 28		
N05299	NNE 28		
N05308	NNE 28		
N05320	NNE 28		
N05324	NNE 28		
N05389	NNE 28		
N05407	NNE 28		
N05430	NNE 28		
N05432	NNE 28		
N05466	NNE 28		
N10499	NNE 28		
N20018	NNE 28		
N20024	NNE 28		
N20031	NNE 28		
N20041	NNE 28		
N20053	NNE 28		
N30019	NNE 28		
N30022	NNE 28		
N30023	NNE 28		
N95720	NNE 28		
N95723	NNE 28		
N95726	NNE 28		
N95772	NNE 28		
N00538	NNE 29		
N03155	NNE 29		
N03166	NNE 29		
N03167	NNE 29		
N05164	NNE 29		
N05181	NNE 29		
N00299	NNE 29		
N00327	NNE 29		
N03566	NNE 29		
N03588	NNE 29		
N05198	NNE 29		
N05225	NNE 29		
N05270	NNE 29		
N05289	NNE 29		
N05299	NNE 29		
N05305	NNE 29		
N05318	NNE 29		
N05326	NNE 29		
N05337	NNE 29		
N05361	NNE 29		
N05362	NNE 29		
N05375	NNE 29		
N05376	NNE 29		
N05417	NNE 29		
N05423	NNE 29		
N05428	NNE 29		
N05441	NNE 29		
N05450	NNE 29		
N05456	NNE 29		
N10483	NNE 29		
N11182	NNE 29		
N20002	NNE 29		
N20005	NNE 29		
N20035	NNE 29		
N20038	NNE 29		
N30010	NNE 29		
N30013	NNE 29		
N95759	NNE 29		
N95762	NNE 29		
N95781	NNE 29		
